1	2632
2	318
3	50
4	5618
5	32
6	608
7	306
8	47
9	2
10	50
11	372
12	16
13	231
14	296
15	296
16	318
17	59784
18	592
19	92210
20	318
21	318
22	150
23	3
24	2078
25	36
26	50
27	356
28	32
29	1034
30	1197
31	909
32	296
33	318
34	858
35	150
36	1
37	50
38	2858
39	2427
40	50
41	170
42	2126
43	50
44	1210
45	82
46	908
47	25
48	6
49	153
50	46578
51	110
52	1246
53	910
54	342
55	668
56	480
57	1704
58	370
59	2908
60	1202
61	1196
62	858
63	6155
64	260
65	7153
66	10
67	551
68	750
69	18
70	50
71	50
72	11
73	6
74	165
75	1
76	50
77	551
78	364
79	47
80	6
81	50
82	1252
83	2804
84	858
85	17
86	1
87	150
88	1438
89	527
90	1
91	2324
92	50
93	1
94	141
95	1
96	5618
97	4993
98	1
99	318
100	714
101	47
102	720
103	431
104	260
105	141
106	21
107	6385
108	109487
109	111
110	50
111	2762
112	265
113	2959
114	296
115	356
116	110
117	17
118	443
119	150
120	1
121	3182
122	62
123	1527
124	111
125	19
126	527
127	54997
128	260
129	2571
130	805
131	150
132	47
133	141
134	318
135	296
136	17
137	50
138	1263
139	16
140	292
141	62
142	6
143	260
144	3897
145	1194
146	58559
147	6
148	296
149	2571
150	6383
151	32
152	1
153	318
154	318
155	50
156	317
157	4225
158	1
159	539
160	253
161	1230
162	3668
163	1097
164	4823
165	22
166	17
167	11
168	480
169	5446
170	318
171	10
172	920
173	5
174	111
175	11
176	342
177	780
178	296
179	6
180	58559
181	198185
182	1210
183	282
184	1307
185	50
186	110
187	47
188	110
189	29
190	11
191	68791
192	50
193	36
194	858
195	50
196	50
197	50
198	3
199	216
200	34
201	111
202	5445
203	172
204	47
205	10
206	25
207	3578
208	32
209	260
210	105
211	296
212	3114
213	41
214	110
215	4041
216	32
217	47
218	1580
219	318
220	293
221	531
222	110
223	318
224	163
225	47997
226	3881
227	110
228	2232
229	1
230	1
231	16
232	39
233	32
234	150
235	4369
236	6
237	380
238	296
239	21
240	1918
241	912
242	1148
243	912
244	260
245	58
246	8376
247	47
248	356
249	1
250	10
251	4878
252	1196
253	318
254	480
255	608
256	11
257	47
258	19
259	1
260	260
261	32
262	50
263	4022
264	2864
265	1196
266	318
267	296
268	356
269	150
270	2716
271	260
272	293
273	296
274	1693
275	1347
276	527
277	2349
278	16
279	296
280	296
281	50
282	1274
283	6535
284	141
285	22
286	80463
287	4973
288	593
289	527
290	2712
291	1219
292	50
293	7438
294	111
295	2959
296	296
297	1
298	36
299	342
300	260
301	296
302	47
303	48780
304	527
305	858
306	62
307	1196
308	318
309	7
310	1136
311	150
312	296
313	520
314	7
315	21
316	780
317	1388
318	1288
319	111
320	562
321	318
322	168
323	41
324	67255
325	858
326	318
327	185
328	11
329	11
330	34
331	17
332	912
333	2
334	293
335	260
336	1206
337	475
338	969
339	1270
340	17
341	2
342	50
343	50
344	47
345	16
346	858
347	356
348	50
349	356
350	296
351	608
352	32
353	852
354	215
355	94864
356	296
357	1298
358	79132
359	1
360	74
361	356
362	589
363	231
364	34
365	54286
366	50
367	38061
368	296
369	1223
370	34
371	1
372	150
373	2959
374	110
375	1196
376	1193
377	858
378	356
379	318
380	1304
381	1
382	110
383	608
384	1200
385	41
386	296
387	260
388	47099
389	2076
390	150
391	110
392	1
393	68554
394	750
395	47
396	47
397	296
398	105
399	296
400	3
401	2762
402	260
403	68237
404	32
405	32
406	364
407	5
408	104
409	215
410	260
411	50
412	318
413	318
414	25
415	318
416	1193
417	246
418	10
419	3000
420	50
421	260
422	17
423	858
424	260
425	318
426	47
427	18
428	1
429	527
430	14
431	1196
432	733
433	785
434	47
435	1
436	592
437	4912
438	457
439	1217
440	223
441	32
442	471
443	171
444	6377
445	5502
446	21
447	1
448	616
449	318
450	541
451	1246
452	262
453	349
454	29
455	3
456	1625
457	296
458	589
459	11
460	223
461	318
462	50
463	6
464	1198
465	345
466	16
467	1287
468	1
469	236
470	1198
471	4896
472	180
473	788
474	597
475	364
476	1091
477	1
478	924
479	2572
480	1393
481	104841
482	50
483	908
484	1
485	4014
486	260
487	2163
488	1213
489	110
490	73
491	6711
492	2683
493	2333
494	648
495	110
496	364
497	260
498	318
499	908
500	912
501	11
502	150
503	116797
504	589
505	2959
506	95
507	4228
508	260
509	260
510	318
511	16
512	260
513	1
514	6
515	7
516	16
517	50
518	10
519	919
520	858
521	32
522	3949
523	1270
524	1441
525	25
526	6
527	79132
528	34
529	50
530	35
531	150
532	110
533	300
534	1097
535	1196
536	541
537	156
538	337
539	19
540	1
541	1
542	79132
543	110
544	2394
545	50
546	47
547	47
548	50
549	1732
550	356
551	1
552	912
553	1
554	1089
555	590
556	527
557	296
558	1136
559	6
560	588
561	32
562	3198
563	1197
564	62
565	1999
566	261
567	6
568	527
569	1196
570	17
571	293
572	2529
573	50
574	1080
575	1997
576	26
577	318
578	586
579	3100
580	2
581	260
582	1
583	260
584	1036
585	33524
586	1041
587	6
588	1080
589	89745
590	736
591	260
592	7
593	1704
594	110
595	110
596	2959
597	29
598	3298
599	2541
600	58
601	17
602	296
603	277
604	32
605	17
606	112
607	1258
608	50
609	1
610	1136
611	1
612	3260
613	296
614	110
615	1246
616	19
617	111
618	589
619	589
620	21
621	665
622	47
623	1
624	1
625	10
626	150
627	103
628	71057
629	112
630	1088
631	1
632	364
633	36
634	260
635	356
636	141
637	95
638	610
639	1079
640	50
641	1085
642	110
643	173
644	150
645	778
646	2959
647	4993
648	527
649	21
650	1196
651	999
652	32
653	1
654	34
655	165
656	446
657	47
658	318
659	2333
660	661
661	924
662	110
663	50
664	112
665	260
666	50
667	830
668	750
669	141
670	1
671	21
672	175
673	110
674	318
675	1197
676	11
677	42
678	858
679	60069
680	1066
681	922
682	589
683	1
684	485
685	805
686	1
687	8360
688	50
689	1348
690	750
691	230
692	2
693	208
694	1
695	29
696	260
697	1
698	134853
699	524
700	223
701	4993
702	293
703	50
704	104841
705	1197
706	5952
707	25
708	2443
709	1
710	858
711	1198
712	1907
713	50
714	29
715	296
716	4306
717	912
718	597
719	154
720	1197
721	260
722	19
723	296
724	6
725	111
726	26
727	1148
728	32
729	1200
730	2571
731	50
732	36
733	1
734	32
735	296
736	111
737	260
738	48516
739	858
740	260
741	1136
742	4489
743	2067
744	1035
745	1193
746	110
747	6708
748	32
749	1
750	293
751	39
752	610
753	50
754	235
755	2959
756	32
757	16
758	356
759	1960
760	22
761	79132
762	2617
763	150
764	18
765	1
766	26
767	32
768	1
769	74
770	29
771	11
772	50
773	36
774	8643
775	2019
776	111
777	1732
778	10
779	11
780	593
781	2
782	7361
783	527
784	1704
785	1224
786	5620
787	858
788	260
789	6
790	32
791	60069
792	1196
793	2105
794	6
795	32
796	150
797	17
798	1197
799	4246
800	79132
801	858
802	84374
803	31923
804	5971
805	2993
806	1176
807	1
808	260
809	733
810	750
811	6
812	32
813	1097
814	589
815	73
816	1233
817	105
818	5
819	1089
820	6
821	32
822	296
823	6
824	47
825	318
826	4741
827	5956
828	110
829	1527
830	1
831	318
832	2575
833	380
834	1
835	1201
836	17
837	7
838	62
839	1213
840	6
841	266
842	34
843	1089
844	17
845	28
846	858
847	36
848	457
849	260
850	585
851	203
852	318
853	47
854	329
855	1176
856	3147
857	1198
858	50
859	50
860	316
861	260
862	356
863	319
864	50
865	24
866	25
867	318
868	2843
869	1081
870	5418
871	63082
872	923
873	46578
874	858
875	18
876	110
877	150
878	2502
879	208
880	1293
881	111
882	39
883	2692
884	110
885	1270
886	16
887	48780
888	356
889	7
890	296
891	5446
892	14
893	17
894	318
895	377
896	364
897	50
898	4973
899	296
900	50
901	111
902	105
903	260
904	8641
905	1
906	45722
907	62
908	588
909	1204
910	143385
911	6
912	589
913	1653
914	58
915	296
916	364
917	47
918	2291
919	16
920	11
921	1500
922	50
923	356
924	110
925	16
926	62
927	1
928	318
929	356
930	480
931	10
932	858
933	69
934	88
935	115122
936	2571
937	1597
938	62
939	25
940	318
941	60069
942	318
943	1682
944	32
945	1358
946	74458
947	1
948	34
949	1088
950	25
951	215
952	50
953	337
954	4034
955	1136
956	1
957	110
958	357
959	50
960	296
961	34
962	2139
963	924
964	69
965	296
966	1
967	16
968	47
969	17
970	1198
971	778
972	1968
973	858
974	588
975	296
976	6
977	2762
978	50
979	70
980	185
981	4306
982	11
983	32
984	39
985	50
986	1
987	50
988	1198
989	2571
990	260
991	1093
992	318
993	2502
994	2
995	110
996	527
997	296
998	1101
999	25
1000	527
1001	6373
1002	95167
1003	2858
1004	58
1005	21
1006	318
1007	1
1008	356
1009	36
1010	296
1011	293
1012	589
1013	1
1014	82591
1015	107
1016	1408
1017	953
1018	50
1019	50
1020	7361
1021	47
1022	161
1023	318
1024	1304
1025	198
1026	21
1027	1584
1028	296
1029	5618
1030	47
1031	4993
1032	235
1033	741
1034	318
1035	541
1036	1
1037	154
1038	111
1039	2959
1040	318
1041	10
1042	2329
1043	110
1044	780
1045	1396
1046	6
1047	296
1048	2571
1049	112
1050	24
1051	50
1052	110
1053	47
1054	1095
1055	166291
1056	260
1057	318
1058	1183
1059	1232
1060	3552
1061	17
1062	541
1063	357
1064	720
1065	1
1066	260
1067	260
1068	318
1069	94
1070	265
1071	172
1072	16
1073	260
1074	260
1075	4973
1076	500
1077	34
1078	47
1079	29
1080	4011
1081	333
1082	224
1083	24
1084	339
1085	47
1086	908
1087	1193
1088	293
1089	45
1090	318
1091	32
1092	1
1093	318
1094	7
1095	50
1096	541
1097	673
1098	904
1099	861
1100	912
1101	1
1102	1353
1103	32
1104	163
1105	4641
1106	296
1107	912
1108	858
1109	534
1110	260
1111	2571
1112	1721
1113	553
1114	231
1115	3503
1116	2571
1117	260
1118	1
1119	2858
1120	981
1121	50
1122	2424
1123	1
1124	294
1125	260
1126	527
1127	1230
1128	3481
1129	163
1130	318
1131	260
1132	223
1133	50
1134	2799
1135	50
1136	1416
1137	50
1138	497
1139	36
1140	1
1141	1
1142	858
1143	1
1144	4993
1145	1747
1146	1
1147	150
1148	904
1149	111
